employee_id,employee_name,month,salary_amount
SH081,杜迁,202404,10038
SH081,杜迁,202405,10462
SH081,杜迁,202406,9026
SH081,杜迁,202407,9773
SH081,杜迁,202408,10443
SH081,杜迁,202409,8743
SH081,杜迁,202410,10022
SH081,杜迁,202411,9251
SH081,杜迁,202412,10460
SH082,薛永,202401,7403
SH082,薛永,202402,7965
SH082,薛永,202403,7889
SH082,薛永,202404,6851
SH082,薛永,202405,7453
SH082,薛永,202406,7554
SH082,薛永,202407,7738
SH082,薛永,202408,7746
SH082,薛永,202409,7317
SH082,薛永,202410,7612
SH082,薛永,202411,7492
SH082,薛永,202412,8100
SH083,施恩,202401,10928
SH083,施恩,202402,11797
SH083,施恩,202403,10308
SH083,施恩,202404,10872
SH083,施恩,202405,11379
SH083,施恩,202406,11946
SH083,施恩,202407,10880
SH083,施恩,202408,11574
SH083,施恩,202409,12161
SH083,施恩,202410,11551
SH083,施恩,202411,10687
SH083,施恩,202412,10216
SH084,周通,202401,10147
SH084,周通,202402,8317
SH084,周通,202403,8659
SH084,周通,202404,9026
SH084,周通,202405,10040
SH084,周通,202406,8446
SH084,周通,202407,8334
SH084,周通,202408,8414
SH084,周通,202409,8480
SH084,周通,202410,8386
SH084,周通,202411,9203
SH084,周通,202412,9390
SH085,李忠,202401,8523
SH085,李忠,202402,8187
SH085,李忠,202403,7643
SH085,李忠,202404,7648
SH085,李忠,202405,8140
SH085,李忠,202406,7365
SH085,李忠,202407,7165
SH085,李忠,202408,7545
SH085,李忠,202409,7440
SH085,李忠,202410,7454
SH085,李忠,202411,7356
SH085,李忠,202412,7059
SH086,汤隆,202401,7254
SH086,汤隆,202402,6094
SH086,汤隆,202403,6180
SH086,汤隆,202404,6558
SH086,汤隆,202405,6200
SH086,汤隆,202406,7315
SH086,汤隆,202407,7103
SH086,汤隆,202408,6380
SH086,汤隆,202409,6822
SH086,汤隆,202410,7350
SH086,汤隆,202411,7219
SH086,汤隆,202412,6839
SH087,杜兴,202401,11434
SH087,杜兴,202402,10436
SH087,杜兴,202403,12279
SH087,杜兴,202404,10580
SH087,杜兴,202405,12171
SH087,杜兴,202406,11515
SH087,杜兴,202407,11421
SH087,杜兴,202408,11209
SH087,杜兴,202409,10578
SH087,杜兴,202410,10457
SH087,杜兴,202411,10555
SH087,杜兴,202412,10479
SH088,邹渊,202401,10437
SH088,邹渊,202402,10100
SH088,邹渊,202403,9286
SH088,邹渊,202404,9880
SH088,邹渊,202405,10036
SH088,邹渊,202406,9894
SH088,邹渊,202407,9372
SH088,邹渊,202408,9875
SH088,邹渊,202409,9827
SH088,邹渊,202410,10822
SH088,邹渊,202411,10627
SH088,邹渊,202412,9772
SH089,邹润,202401,10275
SH089,邹润,202402,10956
SH089,邹润,202403,11078
SH089,邹润,202404,11050
SH089,邹润,202405,9987
SH089,邹润,202406,11697
SH089,邹润,202407,10366
SH089,邹润,202408,10070
SH089,邹润,202409,11721
SH089,邹润,202410,11867
SH089,邹润,202411,11663
SH089,邹润,202412,11549
SH090,朱贵,202401,11009
SH090,朱贵,202402,10611
SH090,朱贵,202403,9691
SH090,朱贵,202404,9633
SH090,朱贵,202405,9131
SH090,朱贵,202406,10531
SH090,朱贵,202407,9220
SH090,朱贵,202408,10201
SH090,朱贵,202409,11071
SH090,朱贵,202410,9343
SH090,朱贵,202411,10934
SH090,朱贵,202412,11131
SH091,朱富,202401,11222
SH091,朱富,202402,11189
SH091,朱富,202403,11440
SH091,朱富,202404,11962
SH091,朱富,202405,10891
SH091,朱富,202406,11632
SH091,朱富,202407,11380
SH091,朱富,202408,10709
SH091,朱富,202409,12083
SH091,朱富,202410,11901
SH091,朱富,202411,11588
SH091,朱富,202412,12020
SH092,蔡福,202401,7448
SH092,蔡福,202402,7301
SH092,蔡福,202403,8366
SH092,蔡福,202404,7096
SH092,蔡福,202405,8010
SH092,蔡福,202406,7225
SH092,蔡福,202407,8292
SH092,蔡福,202408,8414
SH092,蔡福,202409,7650
SH092,蔡福,202410,8288
SH092,蔡福,202411,6941
SH092,蔡福,202412,8196
SH093,蔡庆,202401,9971
SH093,蔡庆,202402,8862
SH093,蔡庆,202403,10112
SH093,蔡庆,202404,10139
SH093,蔡庆,202405,9522
SH093,蔡庆,202406,8569
SH093,蔡庆,202407,9103
SH093,蔡庆,202408,9730
SH093,蔡庆,202409,10423
SH093,蔡庆,202410,9758
SH093,蔡庆,202411,9051
SH093,蔡庆,202412,9762
SH094,李立,202401,9969
SH094,李立,202402,10303
SH094,李立,202403,9732
SH094,李立,202404,10624
SH094,李立,202405,11502
SH094,李立,202406,10537
SH094,李立,202407,10079
SH094,李立,202408,11316
SH094,李立,202409,11392
SH094,李立,202410,10067
SH094,李立,202411,11353
SH094,李立,202412,11733
SH095,李云,202401,7421
SH095,李云,202402,7333
SH095,李云,202403,7002
SH095,李云,202404,6417
SH095,李云,202405,6441
SH095,李云,202406,7536
SH095,李云,202407,7730
SH095,李云,202408,7287
SH095,李云,202409,6963
SH095,李云,202410,7247
SH095,李云,202411,7172
SH095,李云,202412,6876
SH096,焦挺,202401,5451
SH096,焦挺,202402,5815
SH096,焦挺,202403,6014
SH096,焦挺,202404,6354
SH096,焦挺,202405,6248
SH096,焦挺,202406,5962
SH096,焦挺,202407,5755
SH096,焦挺,202408,6627
SH096,焦挺,202409,5939
SH096,焦挺,202410,5969
SH096,焦挺,202411,5622
SH096,焦挺,202412,6383
SH097,石勇,202401,7873
SH097,石勇,202402,8761
SH097,石勇,202403,8651
SH097,石勇,202404,7761
SH097,石勇,202405,7599
SH097,石勇,202406,8807
SH097,石勇,202407,8964
SH097,石勇,202408,7434
SH097,石勇,202409,8583
SH097,石勇,202410,8875
SH097,石勇,202411,8790
SH097,石勇,202412,8966
SH098,孙新,202401,7335
SH098,孙新,202402,8425
SH098,孙新,202403,7542
SH098,孙新,202404,8287
SH098,孙新,202405,7267
SH098,孙新,202406,7241
SH098,孙新,202407,6961
SH098,孙新,202408,7915
SH098,孙新,202409,7480
SH098,孙新,202410,8241
SH098,孙新,202411,7640
SH098,孙新,202412,8401
SH099,顾大嫂,202401,7498
SH099,顾大嫂,202402,7370
SH099,顾大嫂,202403,7362
SH099,顾大嫂,202404,7465
SH099,顾大嫂,202405,7348
SH099,顾大嫂,202406,7160
SH099,顾大嫂,202407,6468
SH099,顾大嫂,202408,6331
SH099,顾大嫂,202409,7571
SH099,顾大嫂,202410,7146
SH099,顾大嫂,202411,7398
SH099,顾大嫂,202412,6958
SH100,张青,202401,8415
SH100,张青,202402,8430
SH100,张青,202403,7836
SH100,张青,202404,8349
SH100,张青,202405,7799
SH100,张青,202406,7693
SH100,张青,202407,8503
SH100,张青,202408,7965
SH100,张青,202409,8401
SH100,张青,202410,8142
SH100,张青,202411,9052
SH100,张青,202412,7674
SH101,孙二娘,202401,9016
SH101,孙二娘,202402,9647
SH101,孙二娘,202403,9820
SH101,孙二娘,202404,10057
SH101,孙二娘,202405,9449
SH101,孙二娘,202406,10244
SH101,孙二娘,202407,10570
SH101,孙二娘,202408,10411
SH101,孙二娘,202409,8952
SH101,孙二娘,202410,9821
SH101,孙二娘,202411,9080
SH101,孙二娘,202412,9351
SH102,王定六,202401,9062
SH102,王定六,202402,8075
SH102,王定六,202403,8904
SH102,王定六,202404,8418
SH102,王定六,202405,8660
SH102,王定六,202406,9428
SH102,王定六,202407,9724
SH102,王定六,202408,8171
SH102,王定六,202409,8997
SH102,王定六,202410,9619
SH102,王定六,202411,8189
SH102,王定六,202412,9515
SH103,郁保四,202401,6670
SH103,郁保四,202402,7577
SH103,郁保四,202403,6503
SH103,郁保四,202404,7184
SH103,郁保四,202405,7361
SH103,郁保四,202406,6282
SH103,郁保四,202407,7152
SH103,郁保四,202408,7541
SH103,郁保四,202409,6397
SH103,郁保四,202410,7465
SH103,郁保四,202411,7048
SH103,郁保四,202412,7078
SH104,白胜,202401,8338
SH104,白胜,202402,8615
SH104,白胜,202403,8883
SH104,白胜,202404,8624
SH104,白胜,202405,8769
SH104,白胜,202406,8004
SH104,白胜,202407,8790
SH104,白胜,202408,7575
SH104,白胜,202409,8923
SH104,白胜,202410,8348
SH104,白胜,202411,8794
SH104,白胜,202412,8191
SH105,时迁,202401,5915
SH105,时迁,202402,6076
SH105,时迁,202403,6434
SH105,时迁,202404,6806
SH105,时迁,202405,6635
SH105,时迁,202406,6709
SH105,时迁,202407,6487
SH105,时迁,202408,6664
SH105,时迁,202409,6291
SH105,时迁,202410,6475
SH105,时迁,202411,6832
SH105,时迁,202412,6998
SH106,段景住,202401,8621
SH106,段景住,202402,8352
SH106,段景住,202403,8448
SH106,段景住,202404,8722
SH106,段景住,202405,7902
SH106,段景住,202406,9185
SH106,段景住,202407,9149
SH106,段景住,202408,8607
SH106,段景住,202409,7853
SH106,段景住,202410,8657
SH106,段景住,202411,7641
SH106,段景住,202412,7571
